,path,text
0,juice-docs/docs/user/README.md," info Can't find what you need? [Join our Discord](https://discord.gg/juicebox) or [contact onboarding](https://juicebox.money/contact). Welcome to the Juicebox User Docs! Juicebox is an **Ethereum funding protocol** which can help you fund, operate, and scale your project on-chain. You can see how people are using it on [juicebox.money](https://juicebox.money) — it's an extremely powerful tool for building trust with your supporters, funding your project, and then running your project effectively. It takes about 10 minutes to create a Juicebox project, which you can use to: - Crowdfund your project with ETH. - Issue tokens and NFTs to your supporters — and reserve a percentage of those tokens/NFTs for you, your team, or a community stockpile. You can use these tokens/NFTs for governance rights, community access, or other perks. - Build trust with *Cycles*. - With unlocked cycles, you can edit your project's rules at any time. - With locked cycles, you can lock your project's rules for a period of time (like 3 minutes, 2 years, or 14 days), helping you build trust with your supporters. - Each cycle, compensate your team with automated payouts. 	- Payouts can be fixed ETH amounts, ETH amounts based on USD values, or percentages of all the ETH in your project. - Allow your supporters to redeem their tokens or NFTs to get back some of the ETH you don't need for payouts. This can be a full refund, a partial refund, or it can be turned off completely. - Add a deadline for edits, making last second edits to your Cycle impossible (and preventing rug pulls). With a 3-day deadline, your community is guaranteed 3 days to verify any queued edits. When you create your Juicebox project, the project's NFT will be sent to your wallet. This NFT is the only way to control your project — the project's rules are managed directly on the Ethereum blockchain, making your project independent, transparent, and uncensorable. You can change these rules over time, making Juicebox very effective for scaling communities. As your community evolves, so can your project. How do I start? You can [contact onboarding](https://juicebox.money/contact) or join the [JuiceboxDAO Discord](https://discord.gg/juicebox) — DAO members will answer your questions and help you to deploy your project. If you feel confident, you can create your project now on [juicebox.money/create](https://juicebox.money/create) — if you have questions about how you should set up your project, double check our [project setup guide](project/). We also have a [Goerli Testnet version of Juicebox](https://goerli.juicebox.money). If you need Goerli ETH, ask us. Video Walkthrough A quick project creation walkthrough. "
1,juice-docs/docs/user/examples.md," Project Setup Examples The examples below demonstrate how projects have used Juicebox to achieve their goals. Before looking at the examples below, read the success stories on [juicebox.money](https://juicebox.money): 1. [ConstitutionDAO](https://juicebox.money/success-stories/constitutiondao): How a group of friends on the internet raised over $46 million to buy the U.S. Constitution. 2. [MoonDAO](https://juicebox.money/success-stories/moondao): How a community of space enthusiasts raised $8.3 million to send a DAO member to space on a Blue Origin rocket. 3. [SharkDAO](https://juicebox.money/success-stories/sharkdao): How SharkDAO raised over 1,000 ETH to buy 6 Nouns NFTs and become the largest sub-DAO of Nouns DAO. 4. [StudioDAO](https://juicebox.money/success-stories/studiodao): How StudioDAO is building the first million person movie studio on Juicebox. Crowdfunding *Trying to raise as much funding as possible – for an auction, a charitable cause, or something else.* ConstitutionDAO [ConstitutionDAO](https://juicebox.money/p/constitutiondao) tried to buy a copy of the U.S. Constitution at auction, and was able to raise $49.6m to do so by using the following strategies: 1. Before launching the project, ConstitutionDAO had a Discord community with over 2,000 members and had gained the support of several well-established figures on Twitter – as always, sharing your narrative and building a community is an important first step. 2. For their first cycle, ConstitutionDAO had unlimited payouts with an unlocked cycle (no duration) and no edit deadline. This gave ConstitutionDAO members the flexibility to move funds or update the project however they needed to as the auction evolved, and the community trusted ConstitutionDAO because of the involvement of several public figures. 3. During the auction, ConstitutionDAO pulled the project's funds into the Gnosis Safe wallet which owned the project – this allowed them to bid on the Constitution. 4. ConstitutionDAO didn't win the auction. After some [brainstorming](/updates/constitutiondao-refund-brainstorm/), the community decided to perform a refund through Juicebox. Funds were transferred back to the project, payouts were set to 0, and the redemption rate was set to 100% – everyone who wanted to reclaim their funds could burn their $PEOPLE tokens to do so. The NFT which represented the project's ownership was then sent to a burn address (a wallet nobody has access to), guaranteeing that no further changes could be made to the project. To learn more about ConstitutionDAO, read [this blog post](/blog/constitutiondao-config/) and visit [constitutiondao.com](https://www.constitutiondao.com/). ConstitutionDAO 2 One year after the original ConstitutionDAO, [ConstitutionDAO 2](https://juicebox.money/v2/p/350) raised 233.2 ETH (worth TODO) in another bid at buying the Constitution. Unlike the original project, which used the $PEOPLE token, ConstitutionDAO 2 used NFTs to raise funds. The project had four NFT tiers with custom art: one priced at 0.1 ETH, one priced at 1 ETH, another priced at 10 ETH, and a final NFT priced at 100 ETH. While the project raised funds, it used a similar strategy to ConstitutionDAO – unlimited payouts, no deadline, and an unlocked cycle for maximum flexibility. When Sotheby's unexpectedly postponed the auction, ConstitutionDAO 2 gave their community two options: 1. For those who wanted to reclaim their funds and move on, the project set their payouts to 0 and enabled NFT redemptions with a redemption rate of 100% – this meant people could burn their NFTs for a full refund. 2. Those interested in continued participation were given the option to burn their ConstitutionDAO 2 NFT to claim membership in another group called UnumDAO. Alongside their Juicebox campaign, ConstitutionDAO 2 raised funds with [Nucleo](https://www.gonucleo.xyz/), a private multisig built on Aztec (a privacy-oriented zk-rollup). To learn more about this and project, visit [unumdao.org](https://unumdao.org/). ConstitutionDAO 2 built a website where people could learn about and support the project, and promoted the project across various social media platforms – in particular, Twitter and Discord. Also See - [AssangeDAO](https://juicebox.money/p/assangedao), a group which raised ~$52.4m to purchase a Murat Pak NFT, the revenues of which went towards the legal defense of Julian Assange. - [SpiceDAO](https://juicebox.money/p/spicedao), a group which raised ~$11.6m to purchase a copy of Jodorowski's screenplay for *Dune*. - [LunchDAO](https://juicebox.money/p/lunchdao), a group which raised ~$2.4m to purchase a lunch with Warren Buffet. Bootstrapping a Project *Raising funds to get a project started – using Juicebox as an alternative to loans or venture capital.* See: - [MoonDAO](https://juicebox.money/p/moondao), a DAO which sent one of their members into space and is funding decentralized access to space and space research. - [PandaDAO](https://juicebox.money/p/pandadao) was a developer DAO which created several NFT projects and tools for DAOs. - [DomainDAO](https://juicebox.money/p/domaindao) is attempting to establish a .dao TLD (top-level domain). Running a Project Over Time *Using Juicebox to run a project with ongoing payroll, token issuance, and revenues.* JuiceboxDAO [JuiceboxDAO](https://juicebox.money/@juicebox), the group which builds and maintains the Juicebox protocol and the ecosystem around it, is funded and managed on Juicebox – the DAO operates the first project on each version of the protocol, and is funded through direct contributions and [protocol fees](/dao/reference/jbx/#about-fees). [JuiceboxDAO v1](https://juicebox.money/p/juicebox) started off with a 30 day cycle, and a 7-day edit deadline – this conservative approach gave supporters confidence that they would be able to respond to changes to the project well in advance. The project also had a 10% reserved rate, a 60% redemption rate, and a **20% issuance reduction rate**. This issuance reduction rate (a per-cycle increase to token price) was extremely large – this gave a strong incentive to support the project within its first cycle instead of supporting it later on. The relatively low redemption rate was another incentive in favor of supporting the projects – contributors received most of the tokens issued by their payments. Additionally, the project had payouts to contributors from day one. This set a tone of rewarding contributors, which attracted developers and other people interested in contributing to the community. Later cycles operated on a shorter 14-day cadence, synchronized with the DAO's 14 day [Governance Process](/dao/process/). JuiceboxDAO uses project token voting on [Snapshot](https://snapshot.org) to make decisions, and implements governance outcomes through its [Gnosis Safe](https://app.safe.global/apps/open?safe=eth:0xAF28bcB48C40dBC86f52D459A6562F658fc94B1e). The DAO collaborates in its [Discord server](https://discord.gg/juicebox), and reaches new members on [Twitter](https://twitter.com/juiceboxETH). TileDAO The [TileDAO](https://juicebox.money/p/tiles) project was funded by primary sales from the [Tiles NFT collection](https://tiles.art/#/). Both the DAO and the NFT collection were created by [@peripheralist](https://twitter.com/peripheralist), and the project was used to manage grants, payouts, and event funding. The project was owned by a Gnosis Safe multisig, and used 7-day cycles, a 50% redemption rate, and paid contributors from the beginning. This allowed the project to quickly fund and iterate upon new ideas. The project used a 10% reserved rate and a 0% issuance reduction rate when it was launched, but token issuance tapered off over time as the reserved rate was raised to 34% and the issuance reduction rate was raised to 2%. This 2% reduction in token issuance each cycle compounded quickly due to the short cycles – within several months, token issuance was reduced to less than half its original rate. The project grew through organic traction [on Twitter](https://twitter.com/Tile_DAO), and community members joined a private Discord server for verified NFT holders. TileDAO went on to run several events, create murals, and launch a second NFT project called [Dreamland](https://tiles.art/#/dreamland). Also See - [Peel](https://juicebox.money/@peel), the group of frontend developers building [juicebox.money](https://juicebox.money). - [StudioDAO](https://juicebox.money/@studiodao), a group building a decentralized movie studio owned by filmmakers and fans. - [Slice](https://juicebox.money/p/slice), a dapp which allows people to sell items, mint NFTs, and split payments from a decentralized store. Buying NFTs *Although this is conceptually similar to [Crowdfunding](#crowdfunding), many people use Juicebox to group-buy NFTs from popular collections.* See: - [SharkDAO](https://juicebox.money/p/sharkdao) raised 1,019 ETH to buy 6 Nouns NFTs and become the largest sub-DAO of Nouns DAO. - [Gobbler's Union](https://juicebox.money/@gobblerunion) raised 286 ETH to buy [Art Gobblers](https://artgobblers.com/) NFTs. - [Merge DAO](https://juicebox.money/p/mergedao) raised 198 ETH to buy Murat Pak's [Merge](https://www.niftygateway.com/collections/pakmerge) NFTs. "
2,juice-docs/docs/user/brand-kit.md," info If you're looking for something else, ask us on [Discord](https://discord.gg/juicebox). Resources | Name/Link | Description | | | | [Brand Guidelines PDF](/pdf/Juicebox-brand-guidelines-2023.pdf) | Our updated brand guidelines. | | [Brand Refresh on Figma](https://www.figma.com/file/jHNCnyxgB0DVLPTwmbOohq/JBM-Brand-Refresh-Website-2023?node-id=63%3A10352&t=EQbu5gdTfNTJSjvr-1) | Design files, style guide, assets and more. | | [Style Guide](https://www.figma.com/file/jHNCnyxgB0DVLPTwmbOohq/JBM-Brand-Refresh-Website-2023?node-id=41%3A12214&t=EQbu5gdTfNTJSjvr-1) | Our updated style guide. | | [WAGMI Studios Google Drive](https://drive.google.com/drive/folders/1-06MIi6xI9PjM3ENoUsxe2R-aQe4-uL0) | Juicebox artwork created by [WAGMI Studios](https://juicebox.money/@wagmi-studios). | | [Contact Us](https://juicebox.money/contact) | Have questions or inquiries? Get in touch with us. | | [Our PFP](/img/site/jb-pfp.png) | Our profile picture on Discord and other platforms. | "
3,juice-docs/docs/user/risks.md, import {Redirect} from '@docusaurus/router'; const Home = () => { return ; }; 
4,juice-docs/docs/user/project.md," info We also have a [video tutorial](https://www.youtube.com/watch?v=2s2OyxG_rvo). If you need help, [join our Discord](https://discord.gg/juicebox) or [contact onboarding](https://juicebox.money/contact). To begin, visit [juicebox.money/create](https://juicebox.money/create). You will need to have an Ethereum wallet and some ETH to pay for gas fees. - If you need an Ethereum wallet, visit [Metamask.io](https://metamask.io/) to set one up. - To experiment before committing to mainnet, you can use the [Goerli Testnet juicebox.money](https://goerli.juicebox.money/). What to know beforehand: - You can edit all of your project's rules over time — this allows your project to evolve as your community does. - When you create a Juicebox project, the project's NFT is minted to your wallet. Only the holder of that NFT (the project owner) can edit the project's rules. Nobody else can edit your project's rules — not even JuiceboxDAO. - This guide is based on [juicebox.money](https://juicebox.money/create). If you're setting up your project somewhere else, the steps might be different. Project Settings Project details Your project's name, logo, and description. Tell people what your project is about, and why they should support it! You can edit these later. For an animated logo, upload a `.gif`. Cycles With unlocked cycles, you can edit your project's rules at any time. With locked cycles, you can lock your project's rules for a period of time (like 3 minutes, 2 years, or 14 days), helping you build trust with your supporters. If you try to edit your rules in the middle of a locked cycle, the edits get *queued* for the next cycle. In other words: instead of going into effect immediately, they go into effect when your next cycle starts. If your don't queue a new cycle, Juicebox copies your current rules over. *How to choose:* If you **need** the flexibility, you can use unlocked cycles — otherwise, locked cycles are the better option for building confidence with your supporters. Payouts The amount of ETH which can be paid out from your project during the cycle. Payouts reset each cycle. - Having no payouts means you can't pay out any ETH. - 3 ETH of payouts lets you pay out 3 ETH. - $4,500 of payouts lets you pay out $4,500 worth of ETH. - ""Unlimited payouts"" lets you pay out all of the ETH in the project. The ETH not needed for a cycle's payouts will: 1. Serve as a runway. Your payouts reset every cycle, so leaving ETH in the project gives you a head-start for next cycle. 2. Allow your supporters to redeem their tokens to receive some ETH back from the project. You can choose the amount of ETH they receive by setting up a [redemption rate](#redemption-rate). *How to choose:* The lower you set your payouts, the more ETH will be available for redemptions, making supporters more likely to trust your project — and if you start with **no** payouts, you can offer your supporters a full refund. Keep in mind that payouts are the only way for you to access funds. If you need more flexibility, set this to a higher amount. Payout Recipients This is where your payouts are sent. By default, payouts go to your wallet (the project owner), but you can set up any number of Ethereum wallets or Juicebox projects to pay ETH to. You can define payouts by percentage (50% of funds go to `vitalik.eth`) or by amount (3 ETH goes to the `@peel` project, or $2,500 worth of ETH goes to `jango.eth`). You can use these payouts to manage your organization's entire payroll — JuiceboxDAO does. info Payouts to wallets (like `vitalik.eth`) will incur a 2.5% fee, which is paid to JuiceboxDAO. In exchange, your project will receive JuiceboxDAO's project token ($JBX), allowing you to govern the protocol. You can also redeem these tokens to reclaim some of the fees. Payouts to Juicebox projects don't incur any fees. To learn more, read [JBX & Fees](/dao/reference/jbx/). Edit deadline Edits must be made before this deadline. This gives token holders time to verify the edits before they take effect, and assures them that you can't edit the cycle at the last second. For example: with a 3-day edit deadline, edits must be made at least 3 days before a cycle starts. Otherwise, those edits won't take effect until the cycle *after* the next one. *How to choose:* The longer your edit deadline, the easier it will be for supporters to check your edits, but the harder it will be to move quickly. A 3-day deadline is a good starting point for most projects. Token info Project tokens are not ERC-20 tokens by default. Once you deploy your project, you can issue an ERC-20 for your supporters to claim, making them compatible with tools like Uniswap. This is optional. Total issuance rate The total number of tokens issued when this project is paid 1 ETH. Some of these tokens may be reserved by the project, and the rest are sent to the payer. *How to choose:* The protocol calculates everything proportionately, so this number doesn't matter too much. 1,000,000 is a good starting point for most projects. Reserved rate As tokens are issued, you can set aside a percentage of them for the wallets and Juicebox projects of your choosing. With a reserved rate of 20%, 20% of tokens are redirected towards whoever is on your list. *How to choose:* If you need to offer full refunds, set this to 0%. Reserved rates can vary widely — projects set this anywhere from 0% to 50%. Issuance reduction rate This makes your token more expensive over time. With an issuance reduction rate of 5%, your tokens will get 5% more expensive each cycle, even if you don't edit the cycle. *How to choose:* The issuance reduction rate can have a dramatic effect: the higher you set it, the more you reward earlier supporters over later ones. Most projects will keep this disabled, or use a rate from 1-3%. Redemption rate Supporters can burn their tokens to reclaim some of the ETH not needed for payouts. The amount of ETH they receive depends on the redemption rate. At 100%, redemptions are 1:1 — somebody redeeming 10% of all project tokens will receive 10% of the overflow. At 0%, redemptions are turned off. Anywhere else, redemptions take place along a bonding curve, meaning earlier redeemers will get less ETH per token redeemed, and later redeemers will get more. The lower this rate is, the less of an incentive there is to redeem tokens before others. *How to choose:* To start, you should keep this rate at 100% (redemptions on) or 0% (redemptions off), and then adjust from there. Owner token minting If this is enabled, you (the project owner) can issue tokens on demand. *How to choose:* This will appear risky to supporters, so keep this off unless you're completely sure you need to enable it. NFTs Juicebox also lets you reward your supporters with one or more custom NFT tiers: - **You can use NFTs for redemption instead of using tokens.** - You can set up tiers when creating your project, and can also add or remove tiers over time. - Each tier can have unique metadata, as well as a unique price, maximum supply, reserved rate, and governance voting power. You can use NFTs for off-chain governance with a tool like [Snapshot](/user/resources/snapshot/), or for on-chain governance with Governor Contracts — Juicebox NFTs adhere to the [`ERC721Votes`](https://docs.openzeppelin.com/contracts/4.x/api/token/erc721#ERC721Votes) standard. [*Learn more about on-chain governance.*](#on-chain-governance) info These NFTs are a great way to create an NFT collection for your artwork — some projects use Juicebox for this alone, turning off tokens entirely. caution Adding NFTs may increase the gas fee for creating your project. Tiers You need to have at least one tier for your project to have NFTs. To add a tier, click `Add NFT`. Each tier can have: - A unique image, name, description, and link. - A price. If this is set to 1 ETH, somebody who pays your project 1 ETH will receive 1 ETH worth of project tokens **and** an NFT. - A limited supply — the maximum number of NFTs that can be minted from this tier. You can use this to encourage people to be within the first 50 supporters, or you can make an expensive 1/1 NFT. Each tier can have a different supply. You can also set advanced options: - **Reserved NFTs.** For every `N` NFTs minted, mint an extra one to the address of your choosing. This can be a helpful way to reward your collaborators. - **Voting weight.** Give each tier a custom voting weight, which can be used for off-chain governance (with a tool like [Snapshot](/user/resources/snapshot/), or for on-chain governance. - **External link.** Link minters to your project's website, Discord, or somewhere else. Collection Settings These settings apply to all of your NFTs: - ""Collection Name"", ""Collection Symbol"", and ""Collection Description"" are each a different piece of collection metadata which will be displayed in wallets and on websites like [Zora](https://zora.co/) and [OpenSea](https://opensea.io/). - The **Payment Success Pop-up** is an optional pop-up shown when people mint an NFT. You can use this to direct contributors to your project's website, Discord, or somewhere else. On-chain Governance info Snapshot strategies can read each NFT's voting power, even if your project is set to `No on-chain governance`. See [*Using Snapshot With Juicebox*](/user/resources/snapshot/). Juicebox NFTs adhere to the [`ERC721Votes`](https://docs.openzeppelin.com/contracts/4.x/api/token/erc721#ERC721Votes) standard, meaning you can use them with on-chain governance tools like [Tally](https://tally.xyz/). This works by tracking an NFT's ownership over time as it is minted, burned, traded, or transferred, meaning that you can calculate the voting power of any address at any time (even for times in the past). [juicebox.money](https://juicebox.money) lists three on-chain governance options: | Option | Description | | | | **No on-chain governance** | Your project won't track voting power over time. | | **Standard on-chain governance** | Track the total voting power of each address over time. | | **Tier-based on-chain governance** | Instead of tracking total voting power, the contract tracks each address' voting power within each NFT tier over time. This can be useful for running multiple voting processes out of one treasury, or for complex on-chain governance. | "
5,juice-docs/docs/user/next-steps/community.md," Community **Where can your community members find each other and collaborate?** Most projects use one or more of the following: Communication Discord [Discord](https://discord.gg/) is among the most popular social platforms in crypto. It allows users to create free, invite-only servers for their communities. Discord servers support messaging across multiple channels, voice/video calls, and the configuration of complex permission structures. Discord also supports bots and other automations through its API. To get started, look at our pre-built [Discord Server Templates/Guide](/user/resources/discord/) for Juicebox projects. Telegram [Telegram](https://telegram.org/) is a popular messaging application for mobile and desktop. This is great option if you need a simple tool for real-time chat or to make announcements to your community. Telegram also has an [extensive API](https://core.telegram.org/api) which you can use for bots or other automations. Discourse [Discourse](https://github.com/discourse) is an open source forum used by many web3 projects, including several Juicebox projects. Some projects use it to host formal governance discussion, and others use it for everything. Collaboration Notion [Notion](https://www.notion.so/) is a freemium note-taking and collaboration work space. To get an idea of what it can do, visit the [JuiceboxDAO Notion](https://juicebox.notion.site/Juicebox-Notion-7b2436cec0c145c88b3efa0376c6dba3). "
6,juice-docs/docs/user/next-steps/README.md,"Next Steps Once you've deployed your project, you'll want to consider: 1. [**Custody.**](custody) Who/what holds the project, and how is it managed? 2. [**Governance.**](governance) How do decisions get made? 3. [**Community.**](community) Where can community members find each other and collaborate? 4. [**Visibility.**](visibility) How can you help people find your project? 5. [**Analytics.**](analytics) Where can you get information to make future decisions? The documents in this section should give you a good starting point. As always, join the [Discord](https://discord.gg/juicebox) or [contact onboarding](https://juicebox.money/contact) if you're looking for more help. "
7,juice-docs/docs/user/next-steps/custody.md," Custody When you create a Juicebox project, the project's NFT is minted to your wallet. Only the holder of that NFT (the ""project owner"") can change your project's rules. In other words, **you are the only person who owns your project.** Nobody else can change your project's rules — not even JuiceboxDAO. You can transfer this NFT to another wallet for safe-keeping and administration: 1. Open your project's page on [juicebox.money](https://juicebox.money). 2. Connect the wallet which currently owns the project. 3. Open your project settings by clicking the gear in the upper right-hand corner. 4. Select `Transfer Ownership` in the left-hand sidebar. Most projects use one of three options: 1. EOA EOA stands for *Externally Owned Account*. Put more simply, this means holding your project's NFT in a regular wallet (like Metamask or Ledger). This is the most centralized option: it gives you full control over the project, and the ability to make changes whenever you want (according to your project's rules). Your community will need to trust you! 2. Safe / Multisig (Recommended) Multisigs are smart contract wallets that require a minimum number of people to approve a transaction before it can occur. For example, if you have 3 main collaborators, you can set up the wallet to require approval from all 3 people before the transaction is sent. This assures that no single person could compromise the project or its funds. A multisig protects you and your community: - If one wallet becomes compromised, the attacker cannot take over your Juicebox project. - With a multisig, nobody can unilaterally execute malicious transactions affecting your Juicebox project. A multisig is an extra shield to protect your project from harmful or faulty reconfigurations. It does come with risks though—if you cannot meet the multisig's threshold, you will lose access to everything inside of it. The most popular multisig for managing Juicebox projects is [Gnosis Safe](https://safe.global/), which comes with a pre-built Juicebox integration: open the `Apps` menu, and open the Juicebox app to use it. You can even deploy your project from a Safe. info JuiceboxDAO contributors have also built: - A Gnosis Safe integration into [juicebox.money](https://juicebox.money/@juicebox/safe) - A Gnosis Safe [reconfiguration helper](https://juicetool.xyz/juicebox) for Juicebox projects - An [alternative Safe UI](https://juicetool.xyz/safe/0xAF28bcB48C40dBC86f52D459A6562F658fc94B1e) 3. Smart Contract A Juicebox project can also be owned by a smart contract to facilitate on-chain governance. See: - [blunt.finance](https://blunt.finance/), a tool for Juicebox projects to launch trustless funding rounds where contributors can get refunds if the fundraising target isn't reached. - [Defifa](https://defifa.net), an onchain sports prediction game built with Juicebox. If you're interested in running a similar competition, inquire in their [Discord](https://discord.gg/hrZnvs65Nh). - [juice-kickstart-governance](https://github.com/xBA5ED/juice-kickstart-governance). A helper to launch a (or reconfigure an existing) project on Juicebox preconfigured to use on-chain governance. If you're interested in using this, get in touch with `0xBA5ED#9353` in the [JuiceboxDAO Discord](https://discord.gg/juicebox) "
8,juice-docs/docs/user/next-steps/governance.md," Governance Governance: **how your project makes decisions**. Most projects use one of the three options: 1. No Governance Many projects have no need for formal governance — the project creator or a small group can make decisions without formal processes. You can add governance later on, when/if the need arises. 2. Offchain Governance (Recommended) info Most projects ratify a Governance Process to use alongside Snapshot voting. Feel free to use [our process](/dao/process/) as a starting point. You can also join our [Discord](https://discord.gg/juicebox) and tag `filipvv` and `0xSTVG.eth#7744` for help creating a new one. Although this could be as simple as conducting polls in a Discord server, project creators are advised to use [Snapshot](https://snapshot.org): > Snapshot is a decentralized voting system. It provides flexibility on how voting power is calculated for a vote. Snapshot supports various voting types to cater to the needs of organizations. Creating proposals and voting on Snapshot is user-friendly and does not cost gas as the process is performed off-chain. > > In short, Snapshot is an off-chain gasless multi-governance client with easy to verify and hard to contest results. You can deploy a Snapshot space for your project on [snapshot.org](https://snapshot.org/#/setup), or you can: 1. Visit your project's page on [juicebox.money](https://juicebox.money) with the project owner wallet connected. 2. Open your project's settings by clicking the gear in the upper right-hand corner. 3. Selecting `Governance` in the left-hand sidebar, and following the instructions on that page. Both of these options will require you to have an ENS address (this is a short name ending with `.eth` that refers to your wallet). If you don't have an ENS, visit [app.ens.domains](https://app.ens.domains). Once you have your space set up, you can use one of our [pre-written Snapshot strategies for Juicebox projects](/user/resources/snapshot/). If you're looking for something else, tag `filipvv` in the [Juicebox Discord](https://discord.gg/juicebox). info JuiceboxDAO contributors have built an [alternative Snapshot interface](https://juicetool.xyz/snapshot) with additional features (like search, filtering, and additional analytics). 3. Onchain Governance You can also govern your Juicebox project on-chain. Take a look at: - [blunt.finance](https://blunt.finance/), a tool for Juicebox projects to launch trustless funding rounds where contributors can get refunds if the fundraising target isn't reached. - [Defifa](https://defifa.net), an onchain sports prediction game built with Juicebox. If you're interested in running a similar competition, inquire in their [Discord](https://discord.gg/hrZnvs65Nh). - [juice-kickstart-governance](https://github.com/xBA5ED/juice-kickstart-governance). A helper to launch a (or reconfigure an existing) project on Juicebox preconfigured to use on-chain governance. If you're interested in using this, get in touch with `0xBA5ED#9353` in the [JuiceboxDAO Discord](https://discord.gg/juicebox) "
9,juice-docs/docs/user/next-steps/visibility.md," Visibility info For more tips on growing your community, read [Shopify's marketing plan guide](https://www.shopify.com/blog/marketing-plan). **How can you help people find your project?** Some popular tools include: Twitter [Twitter](https://twitter.com) has one of the most highly engaged online crypto communities — this should be your top priority! YouTube [YouTube](https://youtube.com) is self explanatory: upload some videos explaining what your project is and how people can support it! YouTube videos can also be great resources for people already in your community. A Blog Writing articles about your project can be a great way to attract online attention. You can either: - Make your own website, - use a standard blogging tool like [Medium](https://medium.com/), - or use a web3 blogging tool like [Mirror](https://mirror.xyz/)! A Website Having a landing page to explain your project is a great way to bring in traffic! If you're building your own website, you can use the [`juice-widgets`](https://github.com/jbx-protocol/juice-widgets) repo which has prebuilt assets and embeds for Juicebox projects. info Several Juicebox projects have massively benefited from traditional media coverage — especially ConstitutionDAO and AssangeDAO. If you are aiming to create a large-scale project, media outreach may be beneficial. "
